KCNAB2	chr1	5990927	6101193
CHD5	chr1	6101787	6180321
RPL22	chr1	6185020	6209389
RNF207-AS1	chr1	6204840	6205780
RNF207	chr1	6205475	6221299
ICMT	chr1	6221193	6235972
ICMT-DT	chr1	6234692	6239444
HES3	chr1	6244179	6245578
GPR153	chr1	6247353	6261098
ACOT7	chr1	6264269	6393767
ENSG00000271746	chr1	6393555	6394391
HES2	chr1	6412418	6424670
ESPN	chr1	6424776	6461367
ENSG00000231868	chr1	6443034	6447006
TNFRSF25	chr1	6460786	6466175
PLEKHG5	chr1	6467122	6520074
NOL9	chr1	6521347	6554513
TAS1R1	chr1	6555307	6579755
ZBTB48	chr1	6579994	6589280
KLHL21	chr1	6590724	6614607
PHF13	chr1	6613731	6624030
THAP3	chr1	6624868	6635586
DNAJC11	chr1	6634168	6701924
LINC01672	chr1	6724637	6730012
ENSG00000284744	chr1	6767954	6770038
CAMTA1-DT	chr1	6783892	6784843
CAMTA1	chr1	6785454	7769706
CAMTA1-AS3	chr1	7008376	7014279
CAMTA1-IT1	chr1	7368942	7370270
CAMTA1-AS2	chr1	7382487	7389754
CAMTA1-AS1	chr1	7441096	7441554
ENSG00000270171	chr1	7693124	7694844
ENSG00000270035	chr1	7698303	7698872
ENSG00000269978	chr1	7700704	7700970
VAMP3	chr1	7771296	7781432
ENSG00000269925	chr1	7776383	7776775
PER3	chr1	7784291	7845177
ENSG00000236266	chr1	7810242	7827342
UTS2	chr1	7843083	7853512
TNFRSF9	chr1	7915871	7943165
PARK7	chr1	7954291	7985505
ENSG00000284747	chr1	7991134	8005312
ENSG00000284716	chr1	7998187	7999934
ERRFI1	chr1	8004404	8026309
ERRFI1-DT	chr1	8026738	8122702
ENSG00000288816	chr1	8191692	8194926
LINC01714	chr1	8201518	8215210
ENSG00000233645	chr1	8218190	8220529
SLC45A1	chr1	8318114	8344167
RERE	chr1	8352397	8848921
RERE-AS1	chr1	8424645	8435013
ENSG00000228423	chr1	8805860	8807051
ENO1	chr1	8861000	8879190
ENO1-AS1	chr1	8878835	8879894
CA6	chr1	8945867	8975092
ENSG00000290109	chr1	8970490	8971244
SLC2A7	chr1	9002973	9026423
SLC2A5	chr1	9035106	9088478
GPR157	chr1	9100305	9129102
MIR34AHG	chr1	9148011	9198906
ENSG00000289914	chr1	9162322	9162945
LNCTAM34A	chr1	9182004	9196284
H6PD	chr1	9234774	9271337
SPSB1	chr1	9292894	9369532
ENSG00000284652	chr1	9421098	9422862
LINC02606	chr1	9425094	9440564
ENSG00000235263	chr1	9501092	9503471
SLC25A33	chr1	9539465	9585173
TMEM201	chr1	9588911	9614877
PIK3CD	chr1	9629889	9729114
PIK3CD-AS1	chr1	9652610	9654586
PIK3CD-AS2	chr1	9672405	9687583
CLSTN1	chr1	9728926	9823984
CTNNBIP1	chr1	9848276	9910336
ENSG00000223989	chr1	9848318	9850154
ENSG00000285701	chr1	9900614	9908034
LZIC	chr1	9922113	9943407
ENSG00000228150	chr1	9942923	9949974
NMNAT1	chr1	9943428	9985501
ENSG00000241326	chr1	9983141	9984568
RBP7	chr1	9997206	10016021
UBE4B	chr1	10032832	10181239
KIF1B	chr1	10210570	10381603
ENSG00000284735	chr1	10381906	10387150
ENSG00000284642	chr1	10395416	10397432
PGD	chr1	10398592	10420511
ENSG00000271989	chr1	10429881	10430677
CENPS	chr1	10430433	10442808
CORT	chr1	10450031	10451998
DFFA	chr1	10456522	10472529
ENSG00000203469	chr1	10458555	10459338
PEX14	chr1	10472288	10630758
ENSG00000287727	chr1	10612222	10616452
CASZ1	chr1	10636604	10796650
ENSG00000272078	chr1	10639241	10654333
C1orf127	chr1	10946471	10982076
TARDBP	chr1	11012344	11030528
MASP2	chr1	11022009	11047239
SRM	chr1	11054584	11060020
EXOSC10	chr1	11066618	11099869
ENSG00000226849	chr1	11068471	11073097
EXOSC10-AS1	chr1	11099430	11102105
MTOR	chr1	11106535	11262556
MTOR-AS1	chr1	11143898	11149537
ANGPTL7	chr1	11189355	11195981
UBIAD1	chr1	11273198	11296049
ENSG00000284646	chr1	11311734	11319093
DISP3	chr1	11479155	11537551
ENSG00000285833	chr1	11500803	11502016
LINC01647	chr1	11609468	11613358
ENSG00000284708	chr1	11623558	11643416
FBXO2	chr1	11637018	11655785
FBXO44	chr1	11654375	11663327
MAD2L2	chr1	11658918	11691811
FBXO6	chr1	11664200	11674354
DRAXIN	chr1	11691710	11725857
AGTRAP	chr1	11736084	11754802
C1orf167	chr1	11761787	11789585
C1orf167-AS1	chr1	11777077	11779619
MTHFR	chr1	11785723	11806455
CLCN6	chr1	11806096	11848079
NPPA	chr1	11845709	11848345
NPPB	chr1	11857464	11858945
ENSG00000285646	chr1	11907940	11914298
KIAA2013	chr1	11919591	11926428
PLOD1	chr1	11934205	11975538
ENSG00000287384	chr1	11979533	11980127
MFN2	chr1	11980181	12015211
MIIP	chr1	12019466	12032045
TNFRSF8	chr1	12063303	12144207
ENSG00000285604	chr1	12088441	12092264
TNFRSF1B	chr1	12166991	12209228
VPS13D	chr1	12230030	12512047
LINC02766	chr1	12525716	12530691
DHRS3	chr1	12567910	12618210
ENSG00000288927	chr1	12618389	12618987
ENSG00000272482	chr1	12618900	12619980
AADACL4	chr1	12644085	12667076
AADACL3	chr1	12716110	12728760
CFAP107	chr1	12746200	12763699
PRAMEF12	chr1	12773738	12777906
PRAMEF1	chr1	12791397	12796628
LINC01784	chr1	12822686	12823159
PRAMEF11	chr1	12824605	12831410
HNRNPCL1	chr1	12847377	12848720
PRAMEF2	chr1	12857086	12861909
PRAMEF4	chr1	12879212	12886201
PRAMEF10	chr1	12892896	12898270
PRAMEF7	chr1	12916610	12920751
PRAMEF6	chr1	12938472	12947580
PRAMEF27	chr1	13049476	13056575
HNRNPCL3	chr1	13060769	13062878
PRAMEF25	chr1	13068677	13077884
HNRNPCL2	chr1	13115488	13116854
ENSG00000290772	chr1	13129793	13131409
ENSG00000233336	chr1	13146981	13147460
PRAMEF26	chr1	13148905	13158116
HNRNPCL4	chr1	13163914	13165631
PRAMEF9	chr1	13171848	13179459
PRAMEF13	chr1	13196188	13201409
PRAMEF18	chr1	13222695	13226154
PRAMEF5	chr1	13254198	13263435
PRAMEF8	chr1	13281304	13285137
PRAMEF33	chr1	13303539	13308907
PRAMEF15	chr1	13315581	13322598
ENSG00000228229	chr1	13324039	13324518
PRAMEF14	chr1	13341892	13347134
PRAMEF19	chr1	13368431	13371947
PRAMEF17	chr1	13389632	13392629
PRAMEF20	chr1	13410450	13421328
LRRC38	chr1	13474973	13514003
ENSG00000259961	chr1	13513220	13516270
PDPN	chr1	13583465	13617957
ENSG00000237445	chr1	13657311	13659910
PRDM2	chr1	13700188	13825079
ENSG00000289380	chr1	13757778	13758465
KAZN	chr1	13892792	15118043
ENSG00000231606	chr1	14221887	14304445
KAZN-AS1	chr1	14338825	14419973
ENSG00000287756	chr1	14774469	14777727
TMEM51-AS1	chr1	15111815	15153618
TMEM51	chr1	15152532	15220478
TMEM51-AS2	chr1	15164344	15171317
FHAD1	chr1	15236521	15400283
FHAD1-AS1	chr1	15326680	15343876
ENSG00000236045	chr1	15334166	15335464
EFHD2-AS1	chr1	15402979	15409433
EFHD2	chr1	15409888	15430339
CTRC	chr1	15438442	15449242
CELA2A	chr1	15456728	15472091
CELA2B	chr1	15465909	15491395
CASP9	chr1	15490832	15526534
DNAJC16	chr1	15526813	15592379
ENSG00000272510	chr1	15565611	15565956
AGMAT	chr1	15571699	15585051
ENSG00000237301	chr1	15586136	15603626
DDI2	chr1	15617458	15669044
RSC1A1	chr1	15659713	15662033
ENSG00000271742	chr1	15682873	15683128
PLEKHM2	chr1	15684320	15734769
ENSG00000237938	chr1	15720312	15736896
SLC25A34	chr1	15736258	15741392
SLC25A34-AS1	chr1	15740048	15749896
TMEM82	chr1	15742499	15747982
FBLIM1	chr1	15756607	15786594
UQCRHL	chr1	15807169	15809348
SPEN-AS1	chr1	15834474	15848147
SPEN	chr1	15836095	15940456
ZBTB17	chr1	15941869	15976132
SRARP	chr1	16004236	16008807
ENSG00000233078	chr1	16006160	16006671
HSPB7	chr1	16014028	16019594
CLCNKA	chr1	16018875	16034050
CLCNKB	chr1	16040252	16057311
FAM131C	chr1	16057769	16073651
EPHA2	chr1	16124337	16156069
EPHA2-AS1	chr1	16155176	16158148
ENSG00000224621	chr1	16159266	16161883
ARHGEF19-AS1	chr1	16197854	16198357
ARHGEF19	chr1	16197854	16212652
ENSG00000291077	chr1	16215907	16217425
ENSG00000288398	chr1	16228674	16231335
CPLANE2	chr1	16231692	16237183
FBXO42	chr1	16246840	16352480
SZRD1	chr1	16352575	16398145
SPATA21	chr1	16387117	16437424
NECAP2	chr1	16440721	16460078
LINC01772	chr1	16460948	16468481
CROCCP3	chr1	16467436	16499257
ENSG00000261135	chr1	16514645	16515754
ENSG00000224174	chr1	16520694	16521796
LINC01783	chr1	16533886	16535649
NBPF1	chr1	16562319	16613562
ENSG00000271732	chr1	16617391	16617729
CROCCP2	chr1	16618253	16644686
ENSG00000282143	chr1	16656879	16667524
ENSG00000290849	chr1	16687339	16692309
ENSG00000279151	chr1	16701546	16705594
ENSG00000282740	chr1	16739938	16750589
CROCC	chr1	16740273	16972964
ENSG00000290850	chr1	16740280	16750968
ENSG00000290851	chr1	16754910	16770237
ENSG00000223643	chr1	16851257	16853129
ENSG00000228549	chr1	16870945	16883659
ENSG00000238142	chr1	16887577	16889725
ENSG00000272426	chr1	16904339	16904776
ENSG00000290122	chr1	16905199	16905396
MFAP2	chr1	16974502	16980632
ENSG00000286898	chr1	16976302	16977792
ENSG00000226526	chr1	16978926	17005091
ATP13A2	chr1	16985958	17011928
ENSG00000288636	chr1	17005068	17011757
SDHB	chr1	17018664	17054032
PADI2	chr1	17066761	17119451
LINC02783	chr1	17189783	17197617
ENSG00000282843	chr1	17193232	17201733
PADI1	chr1	17205128	17246007
PADI3	chr1	17249098	17284233
PADI4	chr1	17308195	17364004
PADI6	chr1	17372196	17401699
RCC2-AS1	chr1	17406760	17407382
RCC2	chr1	17406760	17439677
ENSG00000290096	chr1	17439186	17439328
ARHGEF10L	chr1	17539698	17697874
LINC02810	chr1	17717625	17749978
ACTL8	chr1	17755333	17827063
ENSG00000284653	chr1	18015712	18045612
LINC01654	chr1	18065657	18074412
IGSF21	chr1	18107798	18378483
IGSF21-AS1	chr1	18166929	18179346
ENSG00000225387	chr1	18385829	18388514
KLHDC7A	chr1	18480930	18485974
PAX7	chr1	18630846	18748866
TAS1R2	chr1	18839599	18859660
ALDH4A1	chr1	18871430	18902724
IFFO2	chr1	18904280	18956676
ENSG00000272084	chr1	19072110	19075511
UBR4	chr1	19074510	19210266
EMC1-AS1	chr1	19210348	19240709
EMC1	chr1	19215660	19251552
MRTO4	chr1	19251805	19260128
AKR7L	chr1	19265982	19274194
AKR7A3	chr1	19282573	19288770
AKR7A2	chr1	19303965	19312144
SLC66A1	chr1	19312326	19329300
CAPZB	chr1	19338775	19485539
MICOS10	chr1	19484403	19629821
MICOS10-DT	chr1	19591802	19596832
NBL1	chr1	19596979	19658456
HTR6	chr1	19664875	19680966
TMCO4	chr1	19682240	19799945
RNF186	chr1	19814029	19815283
RNF186-AS1	chr1	19814367	19819502
OTUD3	chr1	19882395	19912945
PLA2G2E	chr1	19920009	19923617
PLA2G2A	chr1	19975431	19980416
PLA2G5	chr1	20028179	20091911
PLA2G2D	chr1	20111939	20119566
PLA2G2F	chr1	20139323	20150381
ENSG00000227066	chr1	20154171	20160568
PLA2G2C	chr1	20161253	20186518
UBXN10	chr1	20186096	20196050
LINC01757	chr1	20243095	20244664
ENSG00000284710	chr1	20272018	20275005
VWA5B1	chr1	20290875	20359518
ENSG00000226664	chr1	20294211	20323187
LINC01141	chr1	20360579	20431234
ENSG00000226487	chr1	20412304	20413253
ENSG00000284641	chr1	20476222	20478937
ENSG00000284743	chr1	20478779	20480397
CAMK2N1	chr1	20482391	20486210
ENSG00000289402	chr1	20486358	20487405
MUL1	chr1	20499448	20508151
FAM43B	chr1	20552573	20555020
CDA	chr1	20589086	20618903
PINK1	chr1	20633458	20651511
PINK1-AS	chr1	20642657	20652193
DDOST	chr1	20651767	20661544
KIF17	chr1	20664014	20718017
SH2D5	chr1	20719731	20732837
ENSG00000233069	chr1	20732880	20733952
HP1BP3	chr1	20740266	20787323
EIF4G3	chr1	20806292	21177285
ENSG00000287192	chr1	21177054	21178164
ECE1	chr1	21217247	21345572
ENSG00000236936	chr1	21266082	21267251
ECE1-AS1	chr1	21293290	21299874
ENSG00000236009	chr1	21415898	21417492
NBPF3	chr1	21440128	21485005
ALPL	chr1	21509397	21578410
ENSG00000289715	chr1	21547404	21554002
LINC02596	chr1	21586472	21591187
RAP1GAP	chr1	21596221	21669357
USP48	chr1	21678298	21783606
LDLRAD2	chr1	21812265	21825225
HSPG2	chr1	21822244	21937310
CELA3B	chr1	21977022	21998642
CELA3A	chr1	22001657	22012542
LINC01635	chr1	22023990	22026048
LINC00339	chr1	22024558	22031223
CDC42-AS1	chr1	22028317	22052927
CDC42	chr1	22052627	22101360
CDC42-IT1	chr1	22059197	22064199
WNT4	chr1	22117313	22143969
ENSG00000285873	chr1	22142850	22157401
ZBTB40	chr1	22428838	22531157
ZBTB40-IT1	chr1	22517474	22519708
EPHA8	chr1	22563489	22603595
C1QA	chr1	22635077	22639678
C1QC	chr1	22643014	22648110
C1QB	chr1	22652762	22661637
EPHB2	chr1	22710839	22921500
ENSG00000225952	chr1	22835713	22836849
LACTBL1	chr1	22953043	22972866
TEX46	chr1	23010834	23019100
KDM1A	chr1	23019443	23083689
ENSG00000240553	chr1	23020147	23088058
LUZP1	chr1	23084030	23177808
ENSG00000289014	chr1	23167098	23167889
HTR1D	chr1	23191895	23217502
LINC01355	chr1	23281307	23287488
ENSG00000284726	chr1	23297797	23302866
HNRNPR	chr1	23303771	23344336
ZNF436	chr1	23359448	23369836
ZNF436-AS1	chr1	23368939	23371839
ENSG00000271420	chr1	23378380	23379029
TCEA3	chr1	23380909	23424748
ASAP3	chr1	23428563	23484568
E2F2	chr1	23506438	23531233
ENSG00000235052	chr1	23549139	23550915
ID3	chr1	23557926	23559501
ENSG00000285802	chr1	23576436	23593621
MDS2	chr1	23581495	23640568
RPL11	chr1	23691742	23696835
ELOA-AS1	chr1	23706901	23778325
ELOA	chr1	23743448	23762059
PITHD1	chr1	23778418	23788232
ENSG00000289835	chr1	23790609	23793558
LYPLA2	chr1	23791145	23795539
GALE	chr1	23795599	23800781
HMGCL	chr1	23801885	23838620
FUCA1	chr1	23845077	23868290
CNR2	chr1	23870515	23913362
ENSG00000232557	chr1	23907111	23907885
PNRC2	chr1	23956839	23963462
SRSF10	chr1	23964347	23980927
ENSG00000225315	chr1	24040835	24086799
MYOM3	chr1	24056035	24112135
MYOM3-AS1	chr1	24066774	24083565
IL22RA1	chr1	24119771	24143140
IFNLR1	chr1	24154168	24187959
GRHL3	chr1	24199558	24364482
LINC02800	chr1	24200240	24211693
GRHL3-AS1	chr1	24307556	24321901
STPG1	chr1	24356999	24416934
NIPAL3	chr1	24415802	24472976
ENSG00000288982	chr1	24476362	24476739
RCAN3AS	chr1	24496254	24535400
RCAN3	chr1	24502351	24541040
NCMAP-DT	chr1	24538802	24556024
NCMAP	chr1	24556087	24609328
SRRM1	chr1	24631716	24673281
ENSG00000284699	chr1	24704894	24717596
CLIC4	chr1	24745382	24844321
RUNX3	chr1	24899511	24965121
RUNX3-AS1	chr1	24961345	24963097
ENSG00000261025	chr1	24968423	24970865
LINC02793	chr1	25041136	25047404
ENSG00000233755	chr1	25043707	25113120
ENSG00000231953	chr1	25208139	25209437
SYF2	chr1	25222276	25232502
ENSG00000284602	chr1	25232586	25234775
ENSG00000284657	chr1	25239494	25240253
RSRP1	chr1	25242249	25338213
ENSG00000272432	chr1	25247837	25248321
RHD	chr1	25272393	25330445
TMEM50A	chr1	25338317	25362361
RHCE	chr1	25362249	25430192
MACO1	chr1	25430858	25500209
LDLRAP1	chr1	25543606	25568886
ENSG00000225643	chr1	25581478	25590356
MAN1C1	chr1	25616791	25786206
ENSG00000233478	chr1	25644544	25659111
SELENON	chr1	25800193	25818221
ENSG00000228172	chr1	25816749	25820797
MTFR1L	chr1	25818640	25832942
ENSG00000272478	chr1	25831913	25832134
AUNIP	chr1	25831913	25859458
ENSG00000236528	chr1	25859580	25863420
PAQR7	chr1	25861484	25875708
STMN1	chr1	25884181	25906991
PAFAH2	chr1	25959767	25998117
EXTL1	chr1	26019884	26036464
SLC30A2	chr1	26037252	26046118
ENSG00000284309	chr1	26046665	26049099
TRIM63	chr1	26051301	26068436
PDIK1L	chr1	26111165	26125555
FAM110D	chr1	26159079	26163962
C1orf232	chr1	26164101	26168963
ZNF593OS	chr1	26169516	26171832
ZNF593	chr1	26169908	26170873
CNKSR1	chr1	26177484	26189884
CATSPER4	chr1	26190561	26202968
CEP85	chr1	26234200	26278808
SH3BGRL3	chr1	26280086	26281522
UBXN11	chr1	26281328	26318363
CD52	chr1	26317958	26320523
CRYBG2	chr1	26321698	26360080
ZNF683	chr1	26361634	26374522
LIN28A	chr1	26410817	26429728
DHDDS	chr1	26432282	26471306
DHDDS-AS1	chr1	26462756	26468014
HMGN2	chr1	26472440	26476642
RPS6KA1	chr1	26529761	26575030
ENSG00000289452	chr1	26620707	26620910
ENSG00000260063	chr1	26692132	26694131
ENSG00000290006	chr1	26692586	26693046
ARID1A	chr1	26693236	26782104
PIGV	chr1	26787054	26800659
ZDHHC18	chr1	26826688	26857604
SFN	chr1	26863149	26864456
GPN2	chr1	26876132	26890283
ENSG00000226698	chr1	26876133	26878245
ENSG00000289554	chr1	26881109	26882235
GPATCH3	chr1	26890488	26900467
NUDC	chr1	26900238	26946871
NR0B2	chr1	26911489	26913975
KDF1	chr1	26949562	26960468
TRNP1	chr1	26993692	27000886
TENT5B	chr1	27005020	27012850
SLC9A1	chr1	27098809	27166981
WDTC1-DT	chr1	27229106	27234352
WDTC1	chr1	27234632	27308636
TMEM222	chr1	27322145	27336400
SYTL1	chr1	27342020	27353937
MAP3K6	chr1	27355184	27366961
FCN3	chr1	27369110	27374824
CD164L2	chr1	27379176	27383333
GPR3	chr1	27392622	27395814
WASF2	chr1	27404230	27490167
ENSG00000241169	chr1	27457198	27459582
ENSG00000237429	chr1	27525805	27530561
AHDC1	chr1	27534035	27604431
FGR	chr1	27612064	27635185
LINC02574	chr1	27660328	27666279
IFI6	chr1	27666064	27672212
ENSG00000225886	chr1	27669468	27703063
ENSG00000287244	chr1	27724822	27725756
FAM76A	chr1	27725961	27763116
STX12	chr1	27773219	27824443
ENSG00000269971	chr1	27773858	27774041
ENSG00000270031	chr1	27819983	27820341
ENSG00000286433	chr1	27827812	27831209
PPP1R8	chr1	27830782	27851676
THEMIS2	chr1	27872543	27886685
RPA2	chr1	27891524	27914746
SMPDL3B	chr1	27935000	27959157
ENSG00000227050	chr1	27938875	27960193
XKR8	chr1	27959588	27968093
EYA3	chr1	27970344	28088637
ENSG00000289576	chr1	28116812	28126939
PTAFR	chr1	28147166	28193936
DNAJC8	chr1	28199456	28233029
ENSG00000290123	chr1	28234080	28236439
ATP5IF1	chr1	28236109	28246906
ENSG00000270605	chr1	28239509	28241453
ENSG00000271398	chr1	28247144	28247568
SESN2	chr1	28259518	28282491
MED18	chr1	28329002	28335965
PHACTR4	chr1	28369582	28500364
RCC1	chr1	28505943	28539300
SNHG3	chr1	28505980	28510892
TRNAU1AP	chr1	28553085	28578545
SNHG12	chr1	28578538	28583132
TAF12	chr1	28587829	28648291
RAB42	chr1	28592200	28595449
TAF12-DT	chr1	28643228	28648581
ENSG00000270103	chr1	28648600	28648730
GMEB1	chr1	28668778	28719353
ENSG00000289291	chr1	28736044	28737670
YTHDF2	chr1	28736621	28769775
OPRD1	chr1	28812170	28871267
ENSG00000233427	chr1	28870483	28877336
EPB41	chr1	28887091	29120046
TMEM200B	chr1	29119429	29123903
ENSG00000225750	chr1	29144494	29146994
SRSF4	chr1	29147743	29181900
MECR	chr1	29192657	29230942
ENSG00000237934	chr1	29223933	29224816
PTPRU	chr1	29236516	29326813
LINC01756	chr1	29329620	29350114
ENSG00000228176	chr1	29708851	29709547
ENSG00000284676	chr1	29755175	29790597
LINC01648	chr1	30013952	30037612
ENSG00000233372	chr1	30140263	30141607
ENSG00000236335	chr1	30409560	30411638
ENSG00000231949	chr1	30415825	30421108
ENSG00000289710	chr1	30576655	30576825
MATN1	chr1	30711277	30723585
MATN1-AS1	chr1	30718504	30726827
ENSG00000287510	chr1	30731693	30733427
LAPTM5	chr1	30732469	30757774
ENSG00000229607	chr1	30810378	30815553
LINC01778	chr1	30824217	30834864
ENSG00000235143	chr1	30858158	30860254
SDC3	chr1	30869466	30908758
PUM1	chr1	30931506	31065991
NKAIN1	chr1	31179745	31239887
SNRNP40	chr1	31259568	31296788
ZCCHC17	chr1	31296982	31364953
ENSG00000229044	chr1	31333067	31346799
FABP3	chr1	31365253	31376850
SERINC2	chr1	31409565	31434680
